NODR30A,ALCTRY,ALCREC,IRALCFY,ALCYDAYS,TOTDRINK,IRSEX,AGE_YRS,BOOKED
7,15,1,19,2,19,1,16,2
4,16,1,52,3,52,1,26,2
2,15,1,208,4,208,2,24,2
3,16,1,72,3,72,1,24,1
2,14,1,156,4,156,1,35,1
10,14,1,52,3,52,2,20,2
1,12,1,6,1,6,2,14,2
12,14,1,48,2,48,1,22,1
1,14,1,5,1,5,2,15,2
3,18,1,312,5,312,1,35,2
8,14,1,52,3,52,2,16,2
9,13,1,240,4,240,1,16,2
8,15,1,156,4,156,1,21,1
4,18,1,156,4,156,1,22,2
1,20,1,2,1,2,2,50,2
1,21,1,10,1,10,2,21,1
2,15,1,15,2,15,1,35,2
2,16,1,36,2,36,1,35,2
5,16,1,104,4,104,2,21,1
5,13,1,48,2,48,2,16,2
2,16,1,180,4,180,2,30,2
3,15,1,156,4,156,1,19,1
6,16,1,12,2,12,1,22,2
3,19,1,208,4,208,1,30,2
3,10,1,36,2,36,2,35,2
2,21,1,104,4,104,1,35,2
2,12,1,208,4,208,2,35,2
15,7,1,104,4,104,1,16,1
5,14,1,24,2,24,2,22,2
2,12,1,208,4,208,2,35,2
1,13,1,240,4,240,1,35,2
3,16,1,48,2,48,2,24,2
4,19,1,52,3,52,1,24,2
6,15,1,120,4,120,2,22,2
2,14,1,24,2,24,2,19,2
12,16,1,104,4,104,1,21,2
3,21,1,48,2,48,2,24,2
1,18,1,20,2,20,1,35,2
2,18,1,104,4,104,2,21,2
2,17,1,104,4,104,1,20,2
2,15,1,48,2,48,2,22,2
3,15,1,84,3,84,1,22,1
4,13,1,60,3,60,2,15,2
1,16,1,104,4,104,2,24,2
2,18,1,2,1,2,2,20,2
2,15,1,5,1,5,2,35,1
2,16,1,60,3,60,1,30,2
4,15,1,156,4,156,1,26,2
1,18,1,48,2,48,1,21,1
2,20,1,5,1,5,2,24,1
10,14,1,104,4,104,1,22,1
5,17,1,204,4,204,2,30,1
2,30,1,104,4,104,2,30,2
3,16,1,24,2,24,2,22,1
3,8,1,48,2,48,1,21,2
8,16,1,180,4,180,1,20,1
3,18,1,340,5,364,1,50,2
2,15,1,24,2,24,1,24,2
1,16,1,11,1,11,2,17,2
2,16,1,72,3,72,2,20,2
1,17,1,2,1,2,1,20,2
2,17,1,60,3,60,2,24,2
4,13,1,156,4,156,1,22,2
5,21,1,3,1,3,2,30,2
3,11,1,120,4,120,2,19,1
7,15,1,17,2,24,2,15,2
2,19,1,104,4,104,2,35,2
4,15,1,24,2,24,1,24,1
10,16,1,312,5,312,1,19,2
10,17,1,312,5,312,1,24,2
5,15,1,52,3,52,2,17,2
7,14,1,24,2,24,2,18,1
3,17,1,24,2,24,2,24,2
5,14,1,156,4,156,2,21,2
3,17,1,180,4,180,2,35,2
1,18,1,300,5,300,2,35,1
10,17,1,312,5,312,1,22,1
3,16,1,48,2,48,2,24,1
2,6,1,156,4,156,1,26,1
4,16,1,52,3,52,2,35,2
4,18,1,48,2,48,1,22,2
5,15,1,48,2,48,2,19,2
5,15,1,120,4,120,1,17,1
8,14,1,24,2,24,1,16,2
3,16,1,120,4,120,1,17,2
15,15,1,48,2,48,1,18,2
2,20,1,120,4,120,1,24,2
1,17,1,208,4,208,2,24,2
1,15,1,104,4,104,2,26,2
6,13,1,312,5,312,1,19,2
2,7,1,104,4,104,1,50,1
8,16,1,84,3,84,2,18,2
3,15,1,5,1,5,1,26,1
5,16,1,36,2,36,2,21,1
2,21,1,15,2,15,2,35,2
1,17,1,24,2,24,1,35,1
1,16,1,12,2,12,2,35,2
2,16,1,104,4,104,2,26,2
2,12,1,104,4,104,1,22,1
5,16,1,156,4,156,2,30,1
3,12,1,60,3,60,1,35,1
1,21,1,60,3,60,2,24,1
1,18,1,60,3,60,2,22,2
1,18,1,120,4,120,1,21,2
2,15,1,24,2,24,2,18,2
3,17,1,65,3,65,1,19,2
2,16,1,52,3,52,2,18,2
2,15,1,2,1,2,1,16,2
4,8,1,300,5,300,1,35,1
2,8,1,104,4,104,1,22,2
3,13,1,52,3,52,1,19,2
2,17,1,4,1,4,2,30,2
4,9,1,156,4,156,1,30,1
6,14,1,6,1,6,2,24,2
15,14,1,156,4,156,2,17,2
3,16,1,60,3,60,2,35,2
3,12,1,156,4,156,2,22,2
3,11,1,144,4,144,1,20,2
1,18,1,48,2,48,1,50,2
3,15,1,52,3,52,2,22,2
4,14,1,60,3,60,1,24,2
7,13,1,24,2,24,1,16,2
2,12,1,52,3,52,1,30,2
2,13,1,36,2,36,1,15,2
2,23,1,3,1,3,2,22,2
2,16,1,72,3,72,2,30,2
1,15,1,48,2,48,1,19,2
3,18,1,104,4,104,1,26,1
1,15,1,208,4,208,1,50,1
3,14,1,48,2,48,2,30,2
3,15,1,312,5,312,1,50,2
3,18,1,72,3,72,2,20,2
3,15,1,104,4,104,2,30,2
6,17,1,260,4,260,1,22,2
2,15,1,24,2,24,1,35,2
3,15,1,10,1,10,1,35,1
12,13,1,120,4,120,1,21,1
2,16,1,52,3,52,1,30,2
3,15,1,104,4,104,2,21,2
1,13,1,36,2,36,2,19,2
2,21,1,104,4,104,1,22,2
5,15,1,156,4,156,2,18,2
2,12,1,7,1,7,2,14,2
1,19,1,60,3,60,2,24,2
4,16,1,24,2,24,2,35,1
1,16,1,104,4,104,1,35,2
2,18,1,104,4,104,1,35,2
2,16,1,364,5,364,1,35,1
4,18,1,260,4,260,1,50,1
1,14,1,5,1,5,1,21,1
1,18,1,4,1,4,2,35,2
6,11,1,60,3,60,1,21,1
2,18,1,260,4,260,2,22,2
8,15,1,260,4,260,1,19,1
9,15,1,48,2,48,1,18,2
4,18,1,240,4,240,1,30,2
3,12,1,208,4,208,2,24,2
8,15,1,72,3,72,1,24,1
4,13,1,104,4,104,1,26,2
1,16,1,24,2,24,2,24,2
3,11,1,30,2,30,2,20,1
2,21,1,156,4,156,1,35,2
3,13,1,156,4,156,2,19,2
3,13,1,60,3,60,1,21,1
1,16,1,36,2,36,2,50,2
2,16,1,156,4,156,2,50,2
7,13,1,24,2,24,2,15,2
4,19,1,48,2,48,1,26,2
6,9,1,156,4,156,2,21,2
3,21,1,10,1,10,2,22,2
2,12,1,104,4,104,2,35,2
3,16,1,48,2,48,2,35,2
1,12,1,3,1,3,2,13,2
2,10,1,24,2,24,2,22,2
2,18,1,24,2,24,2,35,2
1,21,1,60,3,60,2,24,2
2,12,1,24,2,24,2,22,2
2,15,1,260,4,260,1,26,2
6,19,1,52,3,52,1,35,2
3,15,1,96,3,96,2,35,2
3,18,1,52,3,52,2,20,2
3,15,1,36,2,36,1,21,2
1,12,1,52,3,52,1,18,1
5,18,1,312,5,312,1,22,2
5,21,1,12,2,12,1,26,2
3,12,1,2,1,2,2,24,2
14,16,1,48,2,48,1,18,2
2,14,1,15,2,15,2,22,2
2,16,1,60,3,60,1,20,1
3,21,1,312,5,312,1,35,2
4,15,1,208,4,208,2,22,1
20,15,1,48,2,48,1,24,2
2,18,1,36,2,36,2,50,2
2,15,1,52,3,52,2,22,2
1,18,1,260,4,260,1,50,2
4,15,1,156,4,156,1,35,2
6,17,1,104,4,104,1,22,2
5,19,1,96,3,96,2,22,1
2,21,1,10,1,10,2,30,2
3,18,1,144,4,144,1,35,2
7,11,1,144,4,144,1,24,1
2,15,1,180,4,180,2,20,2
4,20,1,208,4,208,1,26,1
1,17,1,3,1,3,2,18,2
1,18,1,6,1,6,2,26,2
2,17,1,104,4,104,2,19,2
3,18,1,96,3,96,1,30,2
4,14,1,156,4,156,2,24,2
5,17,1,48,2,48,1,20,1
6,14,1,104,4,104,2,18,2
12,16,1,52,3,52,2,30,2
5,17,1,15,2,15,1,22,2
3,15,1,120,4,120,2,24,2
2,16,1,5,1,5,2,24,2
2,12,1,12,2,12,2,26,2
3,18,1,24,2,24,2,35,2
3,17,1,52,3,52,2,21,2
8,12,1,84,3,84,2,16,2
1,15,1,24,2,24,2,50,2
6,14,1,60,3,60,2,22,2
3,20,1,208,4,208,2,26,2
5,13,1,60,3,60,2,26,2
4,14,1,104,4,104,1,65,1
3,15,1,24,2,24,1,24,1
3,12,1,180,4,180,1,35,2
2,13,1,52,3,52,2,18,1
1,21,1,156,4,156,2,35,2
2,15,1,260,4,260,1,20,2
4,10,1,104,4,104,1,30,2
1,18,1,60,3,60,2,35,2
3,16,1,208,4,208,2,35,2
20,15,1,48,2,48,2,21,1
2,22,1,300,5,300,1,30,2
3,16,1,36,2,36,1,26,1
2,13,1,52,3,52,1,18,2
2,18,1,12,2,12,1,30,2
6,22,1,15,2,15,2,22,1
4,17,1,15,2,15,2,24,2
2,17,1,48,2,48,2,20,2
45,19,1,156,4,156,2,35,2
2,15,1,52,3,52,2,18,2
2,17,1,24,2,24,2,65,2
6,16,1,312,5,312,1,19,2
8,15,1,208,4,208,1,22,1
2,16,1,6,1,6,1,35,2
10,11,1,104,4,104,1,19,2
3,16,1,24,2,24,2,20,2
1,19,1,72,3,72,1,35,2
2,17,1,104,4,104,1,26,2
2,25,1,24,2,24,2,35,2
6,17,1,48,2,48,1,24,2
2,13,1,72,3,72,2,21,2
2,16,1,52,3,52,1,22,1
1,15,1,17,2,24,2,15,2
1,16,1,156,4,156,2,50,2
5,14,1,48,2,48,2,21,2
2,15,1,10,1,10,1,30,2
15,12,1,342,5,364,2,15,2
6,12,1,260,4,260,1,35,1
2,14,1,48,2,48,2,24,2
3,15,1,120,4,120,2,35,2
6,13,1,104,4,104,1,18,1
2,17,1,60,3,60,2,20,2
5,17,1,24,2,24,1,24,2
1,17,1,260,4,260,1,65,2
3,17,1,24,2,24,2,20,2
3,15,1,156,4,156,2,35,2
1,18,1,5,1,5,2,21,1
4,10,1,20,2,20,2,20,2
9,15,1,312,5,312,1,22,2
8,10,1,84,3,84,1,18,2
3,15,1,24,2,24,1,24,1
9,15,1,216,4,216,2,26,2
1,18,1,2,1,2,2,18,2
3,16,1,24,2,24,1,18,1
1,16,1,260,4,260,1,65,2
2,17,1,156,4,156,2,30,2
6,16,1,104,4,104,1,20,1
2,12,1,104,4,104,1,35,2
6,11,1,156,4,156,1,16,1
9,11,1,90,3,90,1,12,2
2,17,1,52,3,52,2,35,2
12,17,1,260,4,260,2,35,2
1,21,1,60,3,60,1,35,2
4,16,1,72,3,72,2,20,2
2,18,1,104,4,104,2,22,2
1,18,1,260,4,260,1,20,2
1,15,1,60,3,60,2,21,2
4,12,1,156,4,156,2,21,2
2,14,1,312,5,312,1,35,1
2,13,1,312,5,312,2,35,2
2,20,1,350,5,364,1,24,1
1,13,1,120,4,120,2,35,2
7,14,1,12,2,12,1,19,2
2,16,1,5,1,5,2,18,2
9,15,1,104,4,104,1,17,1
2,14,1,156,4,156,1,22,2
2,25,1,72,3,72,1,35,1
2,19,1,120,4,120,1,22,1
5,8,1,72,3,72,1,17,2
2,14,1,312,5,312,2,50,2
3,15,1,104,4,104,2,22,2
2,4,1,15,2,15,2,30,2
2,14,1,52,3,52,2,22,2
3,15,1,48,2,48,2,24,2
2,18,1,180,4,180,2,50,2
4,14,1,156,4,156,2,18,2
2,18,1,156,4,156,1,24,2
4,13,1,104,4,104,1,26,2
20,19,1,260,4,260,1,35,1
2,12,1,60,3,60,1,17,2
3,17,1,30,2,30,1,30,1
1,16,1,120,4,120,2,50,2
1,18,1,7,1,7,2,35,2
1,12,1,3,1,3,2,26,2
4,16,1,36,2,36,2,35,2
4,16,1,104,4,104,1,19,1
2,15,1,60,3,60,1,17,2
4,12,1,252,4,252,1,20,1
8,14,1,48,2,48,1,19,2
1,15,1,156,4,156,2,30,1
6,14,1,52,3,52,1,19,1
8,16,1,104,4,104,1,18,2
1,16,1,144,4,144,2,30,2
6,14,1,24,2,24,1,30,2
1,10,1,104,4,104,1,22,1
1,17,1,208,4,208,1,19,1
1,18,1,48,2,48,2,35,2
2,16,1,260,4,260,1,35,2
2,14,1,104,4,104,1,35,2
6,18,1,24,2,24,2,20,2
2,25,1,312,5,312,2,35,2
1,16,1,36,2,36,1,35,2
12,13,1,300,5,300,1,19,2
1,18,1,156,4,156,1,35,2
4,16,1,208,4,208,1,22,2
1,15,1,1,1,1,1,15,2
10,12,1,156,4,156,1,20,1
3,16,1,48,2,48,2,22,2
2,15,1,52,3,52,1,30,1
2,16,1,104,4,104,2,35,2
9,13,1,104,4,104,2,20,1
1,20,1,12,2,12,1,21,2
6,14,1,48,2,48,2,24,2
3,21,1,48,2,48,1,30,2
1,16,1,156,4,156,2,35,2
1,13,1,48,2,48,2,35,2
1,13,1,72,3,72,1,35,1
2,14,1,5,1,5,1,19,2
3,15,1,10,1,10,1,19,2
5,15,1,84,3,84,1,35,2
1,12,1,2,1,2,2,22,2
3,22,1,60,3,60,1,30,2
2,13,1,208,4,208,1,22,1
8,17,1,12,2,12,1,19,2
7,16,1,52,3,52,1,24,2
1,16,1,36,2,36,2,24,2
3,18,1,36,2,36,2,24,2
3,15,1,48,2,48,2,35,1
10,13,1,208,4,208,2,17,2
2,22,1,36,2,36,1,26,2
2,14,1,10,1,10,2,18,2
8,15,1,156,4,156,1,20,2
2,15,1,156,4,156,2,24,2
2,18,1,12,2,12,1,22,2
6,17,1,104,4,104,1,21,1
3,17,1,156,4,156,2,24,1
2,14,1,48,2,48,2,22,2
3,10,1,208,4,208,2,20,2
1,20,1,104,4,104,1,50,2
2,12,1,104,4,104,1,24,2
8,15,1,72,3,72,1,26,2
5,15,1,52,3,52,1,35,1
4,18,1,104,4,104,1,22,2
2,15,1,144,4,144,2,35,2
1,15,1,200,4,200,2,50,2
6,12,1,156,4,156,1,20,2
1,23,1,48,2,48,1,50,2
1,15,1,5,1,5,2,16,2
3,14,1,52,3,52,2,24,2
6,15,1,12,2,12,1,17,2
2,18,1,72,3,72,2,26,2
1,6,1,24,2,24,1,24,2
2,14,1,10,1,10,1,35,2
7,16,1,36,2,36,2,35,2
3,17,1,208,4,208,1,24,1
3,15,1,52,3,52,1,18,1
5,15,1,336,5,336,1,24,1
2,21,1,10,1,10,1,50,1
6,18,1,96,3,96,2,35,2
8,8,1,156,4,156,1,30,2
3,14,1,52,3,52,2,21,2
6,19,1,104,4,104,1,24,2
6,12,1,3,1,3,1,15,2
2,18,1,12,2,12,2,21,2
1,16,1,260,4,260,1,24,2
2,19,1,48,2,48,1,21,2
2,14,1,12,2,12,2,30,2
10,13,1,312,5,312,1,24,2
4,12,1,72,3,72,1,26,2
9,16,1,156,4,156,2,17,2
2,16,1,12,2,12,1,30,2
1,18,1,36,2,36,2,26,2
4,16,1,104,4,104,1,26,2
3,16,1,12,2,12,2,18,2
2,18,1,24,2,24,2,35,2
1,15,1,96,3,96,1,21,2
4,20,1,52,3,52,1,21,2
2,14,1,363,5,364,1,35,1
10,16,1,208,4,208,2,22,2
2,18,1,104,4,104,1,65,2
4,14,1,156,4,156,1,26,1
3,16,1,144,4,144,2,20,2
2,12,1,260,4,260,1,24,2
1,13,1,260,4,260,1,35,2
2,15,1,72,3,72,2,24,2
2,15,1,72,3,72,2,26,2
6,15,1,48,2,48,2,22,2
2,21,1,156,4,156,1,22,2
8,14,1,156,4,156,2,22,2
2,21,1,2,1,2,2,22,2
4,21,1,72,3,72,2,35,2
4,13,1,208,4,208,2,22,2
2,16,1,208,4,208,1,26,2
8,8,1,260,4,260,1,24,2
4,16,1,36,2,36,1,21,2
2,16,1,48,2,48,1,30,2
5,16,1,52,3,52,2,50,2
3,12,1,7,1,7,2,19,2
3,15,1,104,4,104,2,24,2
6,12,1,365,5,365,1,35,2
20,13,1,156,4,156,1,22,1
2,16,1,260,4,260,2,35,1
3,14,1,48,2,48,2,24,1
8,10,1,24,2,24,1,26,1
9,14,1,48,2,48,2,16,2
1,15,1,104,4,104,2,18,2
6,11,1,104,4,104,2,22,1
8,14,1,120,4,120,2,19,1
3,15,1,96,3,96,2,20,1
1,19,1,144,4,144,2,22,2
6,14,1,12,2,12,1,26,1
9,16,1,104,4,104,1,22,2
6,12,1,104,4,104,2,26,1
3,14,1,84,3,84,2,30,2
4,12,1,52,3,52,1,18,2
1,9,1,7,1,7,1,17,2
1,20,1,52,3,52,2,65,2
1,18,1,52,3,52,2,65,2
1,10,1,52,3,52,1,35,1
5,16,1,60,3,60,2,20,2
12,17,1,52,3,52,1,24,2
1,13,1,8,1,8,2,24,2
3,12,1,156,4,156,1,26,2
3,15,1,120,4,120,1,50,1
1,17,1,24,2,24,2,24,2
1,14,1,48,2,48,2,24,2
5,18,1,104,4,104,2,20,2
1,16,1,20,2,20,2,21,1
2,16,1,104,4,104,1,50,1
4,21,1,156,4,156,1,22,2
1,20,1,90,3,90,1,50,2
8,16,1,104,4,104,1,24,2
6,17,1,48,2,48,2,22,2
3,16,1,48,2,48,2,22,2
1,20,1,198,4,240,2,21,1
2,18,1,36,2,36,2,26,2
12,15,1,104,4,104,1,20,2
7,15,1,36,2,36,2,24,2
5,20,1,15,2,15,1,22,2
9,12,1,120,4,120,1,18,2
3,18,1,120,4,120,1,22,2
3,21,1,24,2,24,1,50,2
3,18,1,24,2,24,1,50,2
10,16,1,156,4,156,1,35,2
13,15,1,36,2,36,2,17,2
5,16,1,104,4,104,1,22,2
12,16,1,120,4,120,1,21,2
4,15,1,24,2,24,2,18,2
1,12,1,2,1,2,2,13,2
4,13,1,60,3,60,1,35,2
6,21,1,312,5,312,1,35,2
2,13,1,120,4,120,1,22,1
2,16,1,5,1,5,1,35,1
1,14,1,36,2,36,1,35,1
3,17,1,72,3,72,2,21,2
5,16,1,24,2,24,1,18,2
4,14,1,3,1,3,1,15,2
3,19,1,208,4,208,1,26,2
2,14,1,31,2,52,1,14,2
1,9,1,60,3,60,2,24,2
3,16,1,48,2,48,1,35,2
2,18,1,312,5,312,1,65,2
5,18,1,104,4,104,2,26,2
5,13,1,45,2,45,1,22,1
2,13,1,208,4,208,2,50,2
1,15,1,24,2,24,2,65,2
2,14,1,72,3,72,1,35,2
4,15,1,104,4,104,2,22,2
2,21,1,104,4,104,1,50,2
1,18,1,24,2,24,2,22,2
1,15,1,104,4,104,1,24,2
1,22,1,7,1,7,2,30,2
7,12,1,260,4,260,1,22,1
7,13,1,10,1,10,1,19,1
2,15,1,2,1,2,1,16,2
10,17,1,104,4,104,1,22,2
1,18,1,104,4,104,2,50,2
4,13,1,104,4,104,2,17,2
6,15,1,180,4,180,2,19,2
1,17,1,24,2,24,1,35,2
2,22,1,5,1,5,2,35,2
2,16,1,20,2,20,1,35,2
13,16,1,104,4,104,1,19,2
1,15,1,208,4,208,1,24,2
1,19,1,312,5,312,1,26,2
1,13,1,5,1,5,1,19,2
3,13,1,52,3,52,2,24,2
2,17,1,6,1,6,2,17,2
8,14,1,156,4,156,1,21,2
1,16,1,36,2,36,2,35,2
2,9,1,24,2,24,2,22,2
2,23,1,20,2,20,2,30,2
15,13,1,104,4,104,1,26,2
5,16,1,156,4,156,1,21,2
5,20,1,1,1,1,2,35,2
6,19,1,1,1,1,2,24,2
5,21,1,48,2,48,1,26,1
2,16,1,300,5,300,1,35,2
7,15,1,72,3,72,1,19,2
2,15,1,156,4,156,2,22,1
5,15,1,60,3,60,1,21,1
5,17,1,12,2,12,2,20,2
5,16,1,120,4,120,2,24,2
3,17,1,12,2,12,2,21,2
2,18,1,48,2,48,2,22,2
2,17,1,48,2,48,1,26,2
1,18,1,20,2,20,1,50,1
1,15,1,5,1,5,2,15,2
3,20,1,104,4,104,1,30,2
4,17,1,5,1,5,1,19,2
7,11,1,336,5,336,1,30,1
1,16,1,3,1,3,2,35,2
1,16,1,3,1,3,2,35,2
2,15,1,84,3,84,1,21,2
2,20,1,24,2,24,2,24,2
2,21,1,127,4,260,1,21,1
2,18,1,312,5,312,1,35,1
2,14,1,60,3,60,2,16,1
2,18,1,52,3,52,2,20,2
6,14,1,15,2,15,1,19,2
3,15,1,104,4,104,2,24,2
3,18,1,52,3,52,1,22,2
2,13,1,156,4,156,2,35,2
2,21,1,30,2,30,2,50,1
10,16,1,364,5,364,1,35,2
1,20,1,5,1,5,2,21,2
1,16,1,355,5,364,2,35,2
3,16,1,4,1,4,2,22,2
3,15,1,5,1,5,1,17,1
2,14,1,36,2,36,2,17,2
2,14,1,52,3,52,2,18,2
4,21,1,35,2,35,1,35,2
1,14,1,48,2,48,2,21,2
19,14,1,180,4,180,2,15,1
3,14,1,104,4,104,2,26,2
2,17,1,3,1,3,2,18,2
2,13,1,240,4,240,1,35,1
2,14,1,60,3,60,2,18,2
3,15,1,120,4,120,1,22,2
4,15,1,52,3,52,2,22,2
1,14,1,60,3,60,1,17,2
1,16,1,72,3,72,1,21,2
8,19,1,260,4,260,1,22,2
2,15,1,120,4,120,2,35,2
2,13,1,52,3,52,2,24,2
2,21,1,52,3,52,2,30,2
1,15,1,52,3,52,2,35,2
2,16,1,36,2,36,1,24,1
4,16,1,36,2,36,1,24,1
10,15,1,15,2,15,2,24,1
6,10,1,52,3,52,1,21,1
4,14,1,36,2,36,1,35,2
5,13,1,156,4,156,1,19,1
4,16,1,260,4,260,1,30,2
5,17,1,104,4,104,1,22,1
2,17,1,34,2,34,1,50,2
4,16,1,104,4,104,1,26,2
7,17,1,24,2,24,1,20,2
2,17,1,36,2,36,1,24,2
6,12,1,108,4,108,1,24,1
8,12,1,60,3,60,2,20,1
2,15,1,345,5,364,1,35,1
3,15,1,208,4,208,2,22,1
4,13,1,36,2,36,2,16,2
4,12,1,60,3,60,2,18,2
8,14,1,156,4,156,1,18,2
9,13,1,52,3,52,2,14,2
1,16,1,72,3,72,1,26,2
10,13,1,132,4,132,1,16,2
20,15,1,208,4,208,2,17,2
6,16,1,96,3,96,2,21,2
1,14,1,24,2,24,1,18,2
4,14,1,3,1,3,1,18,2
5,13,1,72,3,72,1,20,1
2,14,1,260,4,260,1,35,2
1,21,1,24,2,24,2,50,2
1,18,1,48,2,48,1,50,1
2,16,1,120,4,120,1,30,1
1,25,1,10,1,10,2,30,2
2,9,1,104,4,104,1,15,2
6,13,1,36,2,36,2,16,2
2,17,1,96,3,96,1,50,2
15,16,1,15,2,15,2,22,1
4,15,1,10,1,10,1,30,1
3,16,1,180,4,180,1,21,2
2,18,1,156,4,156,2,50,2
6,15,1,2,1,2,1,19,2
1,11,1,300,5,300,2,18,2
2,18,1,12,2,12,1,35,2
4,16,1,60,3,60,1,24,2
2,21,1,6,1,6,2,50,2
4,18,1,72,3,72,2,26,1
6,13,1,72,3,72,1,17,2
2,20,1,52,3,52,1,21,2
2,16,1,36,2,36,1,30,2
4,14,1,104,4,104,1,18,1
1,9,1,48,2,48,1,14,2
3,14,1,208,4,208,1,35,2
1,15,1,260,4,260,1,35,1
2,7,1,156,4,156,1,16,1
15,14,1,36,2,36,1,24,2
1,18,1,3,1,3,2,65,2
4,21,1,5,1,5,2,35,2
3,14,1,156,4,156,1,20,2
3,14,1,104,4,104,2,22,1
2,12,1,48,2,48,1,35,2
2,12,1,208,4,208,2,24,2
30,1,1,156,4,156,1,16,2
3,13,1,4,1,4,1,30,2
1,16,1,24,2,24,1,30,2
7,15,1,36,2,36,2,24,2
2,23,1,260,4,260,1,35,1
2,15,1,36,2,36,1,17,1
12,9,1,120,4,120,1,21,1
7,13,1,60,3,60,1,17,2
3,14,1,72,3,72,2,18,2
4,3,1,156,4,156,1,50,1
3,11,1,168,4,168,2,15,2
2,18,1,52,3,52,1,35,2
4,17,1,363,5,363,1,50,1
10,11,1,48,2,48,1,35,1
1,17,1,2,1,2,2,24,2
1,21,1,4,1,4,2,24,2
9,16,1,72,3,72,2,19,2
3,16,1,260,4,260,2,35,1
2,5,1,208,4,208,2,50,2
3,21,1,27,2,60,1,21,1
2,21,1,3,1,3,2,50,2
4,13,1,3,1,3,2,18,1
72,18,1,156,4,156,1,35,2
16,12,1,156,4,156,1,24,1
3,17,1,156,4,156,1,21,2
1,18,1,156,4,156,2,50,2
5,13,1,288,4,288,2,24,2
3,13,1,24,2,24,2,18,2
6,16,1,60,3,60,1,22,2
12,12,1,104,4,104,1,21,1
1,16,1,52,3,52,2,22,2
2,15,1,260,4,260,1,65,2
1,15,1,10,1,10,2,30,2
1,15,1,10,1,10,2,22,2
2,5,1,100,4,100,1,35,1
1,16,1,156,4,156,1,50,1
1,15,1,52,3,52,2,17,2
5,17,1,260,4,260,1,22,1
2,13,1,50,3,50,2,21,2
2,16,1,48,2,48,2,22,2
1,14,1,156,4,156,2,17,1
2,16,1,48,2,48,1,35,2
3,15,1,260,4,260,1,35,2
3,18,1,104,4,104,1,30,1
3,13,1,120,4,120,2,22,2
3,8,1,104,4,104,2,22,2
9,12,1,12,2,12,1,18,1
8,18,1,156,4,156,1,20,2
6,13,1,24,2,24,1,16,2
1,19,1,12,2,12,1,20,2
3,19,1,104,4,104,1,35,2
4,21,1,72,3,72,2,26,2
3,19,1,24,2,24,1,22,1
15,9,1,120,4,120,1,18,1
1,17,1,9,1,9,2,19,2
5,14,1,36,2,36,1,18,2
1,15,1,6,1,6,2,20,2
8,14,1,104,4,104,1,24,1
3,16,1,48,2,48,2,21,2
3,5,1,144,4,144,1,14,1
2,13,1,7,1,7,2,17,2
4,18,1,120,4,120,2,21,2
1,13,1,12,2,12,1,35,2
1,14,1,52,3,52,2,30,2
5,20,1,104,4,104,1,24,2
4,18,1,20,2,20,1,35,2
4,15,1,104,4,104,2,35,2
1,17,1,364,5,364,1,65,2
7,14,1,52,3,52,1,30,2
9,12,1,156,4,156,1,19,2
2,18,1,96,3,96,2,21,2
2,17,1,48,2,48,1,30,2
3,15,1,52,3,52,2,35,1
3,14,1,104,4,104,2,35,2
5,14,1,36,2,36,2,22,2
3,18,1,12,2,12,2,24,2
3,16,1,260,4,260,2,22,2
12,11,1,364,5,364,1,21,2
20,10,1,208,4,208,1,17,1
2,12,1,52,3,52,1,14,2
1,6,1,36,2,36,1,17,2
4,17,1,52,3,52,2,20,2
2,15,1,260,4,260,2,35,1
1,25,1,60,3,60,2,50,2
1,13,1,60,3,60,2,17,2
10,1,1,208,4,12,1,35,1
4,14,1,52,3,52,1,30,2
1,19,1,18,2,18,1,26,2
1,17,1,3,1,3,1,35,1
1,15,1,12,2,12,1,65,2
5,16,1,72,3,72,1,20,1
2,14,1,5,1,5,2,21,2
2,16,1,260,4,260,1,35,1
25,11,1,364,5,364,1,26,1
1,15,1,12,2,12,1,35,2
2,17,1,156,4,156,2,50,2
2,15,1,104,4,104,1,35,2
12,14,1,312,5,312,2,19,2
3,16,1,60,3,60,2,30,2
3,15,1,2,1,2,2,21,1
10,15,1,180,4,180,1,17,2
3,17,1,24,2,24,1,20,1
3,18,1,48,2,48,2,24,2
6,11,1,72,3,72,2,35,1
3,14,1,10,1,10,2,19,2
1,13,1,104,4,104,2,35,2
5,18,1,104,4,104,2,22,2
1,22,1,3,1,3,2,24,2
2,16,1,10,1,10,2,22,1
1,17,1,156,4,156,2,35,2
5,16,1,2,1,2,2,18,2
2,17,1,5,1,5,2,18,2
1,18,1,364,5,364,1,65,2
1,13,1,5,1,5,1,15,1
5,16,1,104,4,104,1,22,2
4,16,1,72,3,72,1,20,2
12,14,1,216,4,216,1,20,2
2,10,1,10,1,10,2,13,2
3,21,1,180,4,180,2,22,2
4,14,1,36,2,36,1,35,2
2,17,1,52,3,52,2,35,2
7,15,1,156,4,156,2,21,2
2,16,1,15,2,15,2,24,2
2,15,1,36,2,36,2,21,2
3,15,1,52,3,52,1,35,2
1,20,1,156,4,156,1,65,2
2,14,1,5,1,5,2,17,2
8,21,1,156,4,156,1,35,1
3,12,1,208,4,208,1,24,2
3,18,1,260,4,260,2,21,1
4,17,1,36,2,36,1,21,1
4,15,1,150,4,150,1,20,2
2,16,1,25,2,25,2,21,2
1,16,1,60,3,60,1,19,2
1,17,1,260,4,260,2,35,2
2,17,1,52,3,52,2,19,2
